review,rating,date,source,sentiment_label,sentiment_score,topics,emotion,aspect_sentiments,category
"Great app, but missing streetview option and tablet version is buggy (no horizontal view, icons becomes huge all sudden so it has to be restarted)",3,2025-06-13 17:05:12,Google Play,NEGATIVE,-0.9987837672233582,"['streetview option', 'tablet version', 'no horizontal view', 'icons']",surprise,"{'streetview option': 'Negative', 'tablet version': 'Negative', 'no horizontal view': 'Negative', 'icons': 'Negative'}",bug_report
"This app has so much info, it's great. My #1 tool for looking up real estate. I wish it didn't ask me to login multiple times a day.. It's 2025, it's about time you've added dark mode! It's a great app but these annoyances like no dark mode and constantly asking me to login are annoying. This is almost the perfect real estate app.",4,2025-06-08 06:02:14,Google Play,POSITIVE,0.99542635679245,"['this app', 'so much info', 'my #1 tool', 'real estate', 'multiple times', 'time', 'dark mode', 'a great app', 'these annoyances', 'no dark mode', 'the perfect real estate app']",neutral,"{'this app': 'Positive', 'so much info': 'Positive', 'my #1 tool': 'Positive', 'real estate': 'Positive', 'multiple times': 'Negative', 'time': 'Negative', 'dark mode': 'Negative', 'a great app': 'Positive', 'these annoyances': 'Negative', 'no dark mode': 'Negative', 'the perfect real estate app': 'Positive'}",feature_request
"great site, lots to offer",5,2025-06-03 20:27:06,Google Play,POSITIVE,0.9998694658279419,"['great site', 'lots']",joy,"{'great site': 'Positive', 'lots': 'Positive'}",review
great information very timely.,5,2025-05-26 23:18:50,Google Play,POSITIVE,0.9998742341995239,['great information'],joy,{'great information': 'Positive'},review
Excellent app! Highly recommend for home/neighborhood information,5,2025-05-22 07:37:26,Google Play,POSITIVE,0.9998385906219482,"['excellent app', 'home/neighborhood information']",joy,"{'excellent app': 'Positive', 'home/neighborhood information': 'Positive'}",review
Amazing tool. It is really useful.,5,2025-05-22 06:01:08,Google Play,POSITIVE,0.9998481273651123,['amazing tool'],joy,{'amazing tool': 'Positive'},review
I like looking at properties to get ideas for the future.,5,2025-05-19 02:04:22,Google Play,POSITIVE,0.9888709187507629,"['properties', 'ideas', 'the future']",joy,"{'properties': 'Neutral', 'ideas': 'Neutral', 'the future': 'Neutral'}",feature_request
"Absolutely required to be an informed buyer in real estate. Has finer filters like condo fee maximums, shows price history and sold listings.",5,2025-05-18 20:58:20,Google Play,POSITIVE,0.9550086855888367,"['an informed buyer', 'real estate', 'finer filters', 'condo fee maximums', 'price history', 'listings']",neutral,"{'an informed buyer': 'Positive', 'real estate': 'Neutral', 'finer filters': 'Positive', 'condo fee maximums': 'Neutral', 'price history': 'Neutral', 'listings': 'Neutral'}",review
seeing property I'll never be able to afford,4,2025-05-13 19:29:20,Google Play,POSITIVE,0.9857344627380371,['property'],sadness,{'property': 'Negative'},review
Nothing available east of Ontario. Would use if extended to ALL of Canada.,1,2025-05-13 00:43:34,Google Play,NEGATIVE,-0.9995300769805908,"['ontario', 'canada']",neutral,"{'ontario': 'Neutral', 'canada': 'Neutral'}",review
Great app.,5,2025-05-09 04:12:12,Google Play,POSITIVE,0.9998407363891602,['great app'],joy,{'great app': 'Positive'},review
this app is dog water. has no listing's. none. go on the browser and it works normally.,1,2025-05-03 05:32:09,Google Play,NEGATIVE,-0.9989468455314636,"['this app', 'dog water', 'no listing', 'the browser']",neutral,"{'this app': 'Negative', 'dog water': 'Neutral', 'no listing': 'Negative', 'the browser': 'Neutral'}",review
great app,5,2025-05-02 09:24:22,Google Play,POSITIVE,0.999821126461029,['great app'],joy,{'great app': 'Positive'},review
better then Realtor and NO ADS. KEEP IT AD FREE. Awesome app.,5,2025-04-28 10:01:24,Google Play,POSITIVE,0.9976422190666199,['awesome app'],neutral,{'awesome app': 'Positive'},review
App crashes whenever I try to bring up maps App crashes whenever I try to bring up maps App,1,2025-04-25 20:25:18,Google Play,NEGATIVE,-0.9996596574783325,"['app', 'maps app']",sadness,"{'app': 'Negative', 'maps app': 'Negative'}",bug_report
"great app, but keeps signing me out daily, since maybe a few months now!? super annoying. Android and web.",4,2025-04-14 19:41:41,Google Play,NEGATIVE,-0.9935230016708374,"['great app', 'maybe a few months', 'web']",sadness,"{'great app': 'Positive', 'maybe a few months': 'Negative', 'web': 'Neutral'}",review
"Has actual information on previous listing prices, changes to price, final sale price.",5,2025-04-10 19:34:25,Google Play,POSITIVE,0.8275020718574524,"['actual information', 'previous listing prices', 'price']",neutral,"{'actual information': 'Positive', 'previous listing prices': 'Neutral', 'price': 'Neutral'}",review
a good place track the market,4,2025-04-09 03:18:51,Google Play,POSITIVE,0.9998536109924316,"['a good place', 'the market']",joy,"{'a good place': 'Positive', 'the market': 'Neutral'}",review
"I loved this app, but you need to update your school data. Currently seeing 2022 scores for schools. I almost moved to a different area due to these inaccurate scores! Once I noticed the date on the scores, I did my own research and found out the scores of the schools in my area are better now than the ones in the area I almost moved to. These inaccurate scores could negatively impact the value of my house on the market! People use these scores to decide where to live. The accuracy is crucial!",3,2025-04-07 21:52:19,Google Play,NEGATIVE,-0.9660438299179077,"['this app', 'your school data', '2022 scores', 'schools', 'a different area', 'these inaccurate scores', 'the date', 'the scores', 'my own research', 'the scores', 'the schools', 'my area', 'the ones', 'the area', 'these inaccurate scores', 'the value', 'my house', 'the market', 'people', 'these scores', 'the accuracy']",neutral,"{'this app': 'Positive', 'your school data': 'Negative', '2022 scores': 'Negative', 'schools': 'Negative', 'a different area': 'Negative', 'these inaccurate scores': 'Negative', 'the date': 'Negative', 'the scores': 'Negative', 'my own research': 'Negative', 'the schools': 'Negative', 'my area': 'Negative', 'the ones': 'Negative', 'the area': 'Negative', 'the value': 'Negative', 'my house': 'Negative', 'the market': 'Negative', 'people': 'Negative', 'these scores': 'Negative', 'the accuracy': 'Negative'}",review
Excellent platform,5,2025-04-07 20:45:48,Google Play,POSITIVE,0.9998717308044434,['excellent platform'],neutral,{'excellent platform': 'Positive'},review
Way way easier to set up searches than on realtor.ca!,4,2025-04-05 06:26:08,Google Play,NEGATIVE,-0.9800395965576172,['searches'],surprise,{'searches': 'Positive'},review
amazing app!,5,2025-04-03 07:54:33,Google Play,POSITIVE,0.999871015548706,['amazing app'],joy,{'amazing app': 'Positive'},review
I got no response to multiple requests for scheduling a viewing for rentals.,1,2025-04-01 23:10:39,Google Play,NEGATIVE,-0.9997332692146301,"['no response', 'multiple requests', 'a viewing', 'rentals']",sadness,"{'no response': 'Negative', 'multiple requests': 'Negative', 'a viewing': 'Neutral', 'rentals': 'Neutral'}",feature_request
excellent thank you,5,2025-03-25 02:15:58,Google Play,POSITIVE,0.999860405921936,[],joy,{},review
Excellent experience,5,2025-03-22 06:18:05,Google Play,POSITIVE,0.9998596906661987,['excellent experience'],neutral,{'excellent experience': 'Positive'},review
Better than realtor,5,2025-03-20 22:06:56,Google Play,POSITIVE,0.9997395873069763,['realtor'],neutral,{'realtor': 'Neutral'},review
Great app for house information,5,2025-03-19 16:31:15,Google Play,POSITIVE,0.999574601650238,"['great app', 'house information']",neutral,"{'great app': 'Positive', 'house information': 'Neutral'}",review
It's great overall but doesn't support landscape mode (portrait only).,4,2025-03-13 17:40:45,Google Play,NEGATIVE,-0.9891089200973511,['landscape mode'],neutral,{'landscape mode': 'Negative'},review
great for laptop but doesn't work on phones,4,2025-03-12 17:26:50,Google Play,NEGATIVE,-0.9914490580558777,"['laptop', 'phones']",sadness,"{'laptop': 'Positive', 'phones': 'Negative'}",review
"great app. thanks for having this available, and for free. literally loads of info, and always working properly.",5,2025-03-12 09:47:46,Google Play,POSITIVE,0.998810887336731,"['great app', 'thanks', 'literally loads', 'info']",joy,"{'great app': 'Positive', 'thanks': 'Positive', 'literally loads': 'Positive', 'info': 'Positive'}",review
such a great source with specific comparisons user-friendly and accurate,5,2025-02-21 04:54:11,Google Play,POSITIVE,0.9990800619125366,"['such a great source', 'specific comparisons']",joy,"{'such a great source': 'Positive', 'specific comparisons': 'Positive'}",review
Hands down the best real estate app out there with great data.,5,2025-02-19 07:53:38,Google Play,POSITIVE,0.9988532066345215,"['the best real estate app', 'great data']",neutral,"{'the best real estate app': 'Positive', 'great data': 'Positive'}",review
"we loved using HouseSigma! It was so helpful to""see"" the houses without having to physically look at them! We found our forever home through HouseSigma!",5,2025-02-12 20:15:02,Google Play,POSITIVE,0.9993494153022766,"['housesigma', 'so helpful to""see', 'the houses', 'our forever home', 'housesigma']",joy,"{'housesigma': 'Positive', 'so helpful to""see': 'Positive', 'the houses': 'Neutral', 'our forever home': 'Positive'}",review
"What a treat it is to actually have access to relevant information that helps you search better, follow listings and not waste your Realtor's time on basic information that CREA would love to keep behind closed doors. This app gives buyers and sellers greater confidence in their transactions and makes for a better and more fair market.",5,2025-02-12 11:18:39,Google Play,POSITIVE,0.9991807341575623,"['what a treat', 'access', 'relevant information', 'listings', ""your realtor's time"", 'basic information', 'closed doors', 'this app', 'buyers', 'greater confidence', 'their transactions', 'a better and more fair market']",neutral,"{'what a treat': 'Positive', 'access': 'Positive', 'relevant information': 'Positive', 'listings': 'Neutral', ""your realtor's time"": 'Negative', 'basic information': 'Neutral', 'closed doors': 'Neutral', 'this app': 'Positive', 'buyers': 'Positive', 'greater confidence': 'Positive', 'their transactions': 'Positive', 'a better and more fair market': 'Positive'}",review
Amazing service,5,2025-02-08 10:16:40,Google Play,POSITIVE,0.9998700618743896,['amazing service'],surprise,{'amazing service': 'Positive'},review
Please add Manitoba.,3,2025-02-05 02:42:04,Google Play,POSITIVE,0.988134503364563,['manitoba'],neutral,{'manitoba': 'Neutral'},feature_request
Difficult to use,1,2025-02-04 22:08:32,Google Play,NEGATIVE,-0.9995414018630981,[],neutral,{},review
Was kicked out of the app for not being an interested buyer. Was looking for my friends.,1,2025-02-01 06:36:44,Google Play,NEGATIVE,-0.9996652603149414,"['the app', 'an interested buyer', 'my friends']",sadness,"{'the app': 'Negative', 'an interested buyer': 'Negative', 'my friends': 'Neutral'}",review
"I love this app and using it from years without problem. 5 stars are for previous versions. After The latest update it always take me to the play store when I click on email links from housesigma emails even I have the latest version. Email links never open in app anymore, please fix it.",5,2025-01-31 02:58:04,Google Play,NEGATIVE,-0.7564767003059387,"['this app', 'years', 'problem', '5 stars', 'previous versions', 'the latest update', 'the play store', 'email links', 'housesigma emails', 'the latest version', 'email links', 'app']",neutral,"{'this app': 'Positive', 'years': 'Positive', 'problem': 'Negative', '5 stars': 'Negative', 'previous versions': 'Positive', 'the latest update': 'Negative', 'the play store': 'Neutral', 'email links': 'Negative', 'housesigma emails': 'Neutral', 'the latest version': 'Negative', 'app': 'Positive'}",bug_report
"This app is phenomenal! I can't believe I just found out about it, so much extra house listing information compared to the other apps",5,2025-01-30 06:41:08,Google Play,POSITIVE,0.9996442794799805,"['this app', 'so much extra house', 'information', 'the other apps']",surprise,"{'this app': 'Positive', 'so much extra house': 'Positive', 'information': 'Positive', 'the other apps': 'Positive'}",review
great app and informative,5,2025-01-29 03:27:35,Google Play,POSITIVE,0.999870777130127,['great app'],joy,{'great app': 'Positive'},review
Pretty slick app.,5,2025-01-25 11:19:14,Google Play,POSITIVE,0.9996830224990845,['pretty slick app'],neutral,{'pretty slick app': 'Neutral'},review
Used to be 5 stars but makes me confirm my identity several times a day now to see listings which is very annoying.,2,2025-01-18 21:00:26,Google Play,NEGATIVE,-0.9985578656196594,"['5 stars', 'my identity', 'listings']",disgust,"{'5 stars': 'Negative', 'my identity': 'Neutral', 'listings': 'Negative'}",review
Great tool,4,2025-01-17 21:10:42,Google Play,POSITIVE,0.9998475313186646,['great tool'],joy,{'great tool': 'Positive'},review
"Great app, helpful",5,2025-01-06 06:36:12,Google Play,POSITIVE,0.9998109936714172,['great app'],joy,{'great app': 'Positive'},review
get app easy to use,5,2025-01-06 06:31:51,Google Play,POSITIVE,0.9775322675704956,['app'],neutral,{'app': 'Positive'},review
Terrible,1,2025-01-03 01:50:47,Google Play,NEGATIVE,-0.999752938747406,[],fear,{},review
"I can highly recommend the app, it can help to get valuable information about the real estate market and to buy.",5,2025-01-02 04:17:41,Google Play,POSITIVE,0.9996715784072876,"['the app', 'valuable information', 'the real estate market']",joy,"{'the app': 'Positive', 'valuable information': 'Neutral', 'the real estate market': 'Neutral'}",review
The apps works great and provides upto date information. Support i On the app is excellent,5,2024-12-19 23:23:10,Google Play,POSITIVE,0.9998289346694946,"['the apps', 'upto date information', 'the app']",neutral,"{'the apps': 'Positive', 'upto date information': 'Positive', 'the app': 'Positive'}",review
nice app,5,2024-12-13 22:30:55,Google Play,POSITIVE,0.9998061060905457,['nice app'],neutral,{'nice app': 'Positive'},review
the best,5,2024-12-07 21:43:17,Google Play,POSITIVE,0.9998332262039185,[],neutral,{},review
great app,4,2024-12-03 05:21:51,Google Play,POSITIVE,0.999821126461029,['great app'],joy,{'great app': 'Positive'},review
great app,5,2024-12-02 06:11:47,Google Play,POSITIVE,0.999821126461029,['great app'],joy,{'great app': 'Positive'},review
"I have been using the app for years, l like it very much, but since update it keep asking me to put the password every time I open the app that makes me very disappointed. I refer not to use the app anymore. I start searching for the new app, finally I found one, It calls REALMASTER. It has all information about the house, when you click on maps it shows all the price of the area, you can move to every city you want. I highly recommend REALMASTER. Thank you anyway HouseSigma..",2,2024-11-30 19:12:13,Google Play,POSITIVE,0.9493470191955566,"['the app', 'years', 'update', 'the password', 'the app', 'the app', 'the new app', 'all information', 'the house', 'maps', 'all the price', 'the area', 'every city', 'realmaster', 'housesigma']",sadness,"{'the app': 'Positive', 'years': 'Positive', 'update': 'Negative', 'the password': 'Negative', 'the new app': 'Positive', 'all information': 'Positive', 'the house': 'Neutral', 'maps': 'Positive', 'all the price': 'Positive', 'the area': 'Positive', 'every city': 'Positive', 'realmaster': 'Positive', 'housesigma': 'Positive'}",review
This app is cloned. Please remove all devices from this app.,1,2024-11-22 05:55:54,Google Play,NEGATIVE,-0.999448835849762,"['this app', 'all devices', 'this app']",neutral,"{'this app': 'Negative', 'all devices': 'Negative'}",review
I love that this app shows you the history of the purchases and what the final price was at time of sale,5,2024-11-21 21:18:04,Google Play,POSITIVE,0.9997026324272156,"['this app', 'the history', 'the purchases', 'the final price', 'time', 'sale']",joy,"{'this app': 'Positive', 'the history': 'Positive', 'the purchases': 'Neutral', 'the final price': 'Positive', 'time': 'Positive', 'sale': 'Neutral'}",review
Comprehensive and up to date market information ; clear organization and explanations for accessing relevant data to visual content pertaining to individual listings as well as detailed broader market information for analysis in various contexts.,4,2024-11-19 23:28:16,Google Play,POSITIVE,0.999146580696106,"['date market information', 'relevant data', 'visual content', 'individual listings', 'detailed broader market information', 'analysis', 'various contexts']",neutral,"{'date market information': 'Positive', 'relevant data': 'Positive', 'visual content': 'Positive', 'individual listings': 'Neutral', 'detailed broader market information': 'Neutral', 'analysis': 'Neutral', 'various contexts': 'Neutral'}",review
good,5,2024-11-18 05:05:07,Google Play,POSITIVE,0.9998161196708679,[],neutral,{},review
excellent resource,5,2024-11-14 22:13:24,Google Play,POSITIVE,0.9998738765716553,['excellent resource'],joy,{'excellent resource': 'Positive'},review
Okay thanks,5,2024-11-13 22:01:55,Google Play,POSITIVE,0.9998050332069397,['okay thanks'],neutral,{'okay thanks': 'Positive'},review
"I still love the app but find it fustrating that some houses, mostly rural, show in the wrong location. I use another house search app to find the actual location. Shall I report it in the chat every time one is wrong?",4,2024-11-02 22:31:41,Google Play,NEGATIVE,-0.9940736889839172,"['the app', 'some houses', 'the wrong location', 'another house search app', 'the actual location', 'the chat']",disgust,"{'the app': 'Positive', 'some houses': 'Negative', 'the wrong location': 'Negative', 'another house search app': 'Neutral', 'the actual location': 'Neutral', 'the chat': 'Neutral'}",review
Very informative on all available listings. you can easily filter and find listings as per your requirements and also easily get all details on the shortlisted properties.,5,2024-10-30 18:41:28,Google Play,POSITIVE,0.9993252754211426,"['all available listings', 'listings', 'your requirements', 'all details', 'the shortlisted properties']",neutral,"{'all available listings': 'Positive', 'listings': 'Positive', 'your requirements': 'Positive', 'all details': 'Positive', 'the shortlisted properties': 'Neutral'}",review
"Being a real estate agent, i think this App has a definite elaboration to current properties to sneak peek at.",5,2024-10-29 14:30:06,Google Play,POSITIVE,0.9978809952735901,"['a real estate agent', 'this app', 'a definite elaboration', 'current properties', 'peek']",neutral,"{'a real estate agent': 'Neutral', 'this app': 'Positive', 'a definite elaboration': 'Positive', 'current properties': 'Neutral', 'peek': 'Neutral'}",review
awesome insight and info for buying a house,5,2024-10-28 18:56:07,Google Play,POSITIVE,0.9998733997344971,"['awesome insight', 'info', 'a house']",joy,"{'awesome insight': 'Positive', 'info': 'Positive', 'a house': 'Positive'}",review
Amazing app. Much more data than the other ones,5,2024-10-28 03:24:19,Google Play,POSITIVE,0.9998599290847778,"['amazing app', 'much more data', 'the other ones']",surprise,"{'amazing app': 'Positive', 'much more data': 'Positive', 'the other ones': 'Negative'}",review
UI could use some cleaning up but otherwise. great.,4,2024-10-24 04:50:29,Google Play,POSITIVE,0.9970253109931946,['some cleaning'],joy,{'some cleaning': 'Negative'},review
Use to be a very informative and useful app. Now it gives you no information on sold properties. Everything is blanked out.,1,2024-10-16 19:53:11,Google Play,NEGATIVE,-0.9991142153739929,"['a very informative and useful app', 'no information', 'sold properties']",neutral,"{'a very informative and useful app': 'Negative', 'no information': 'Negative', 'sold properties': 'Neutral'}",review
Very informative,5,2024-10-15 00:28:58,Google Play,POSITIVE,0.9998227953910828,[],joy,{},review
It is so fun to look at old pictures of my family house before it got renovated,5,2024-10-13 23:20:06,Google Play,POSITIVE,0.99973064661026,"['old pictures', 'my family house']",joy,"{'old pictures': 'Positive', 'my family house': 'Positive'}",review
very helpful and the best.,5,2024-10-10 08:39:20,Google Play,POSITIVE,0.9998531341552734,[],joy,{},review
great design and easy to use with lots of features for comparison.,5,2024-09-29 13:38:16,Google Play,POSITIVE,0.999549925327301,"['great design', 'lots', 'features', 'comparison']",joy,"{'great design': 'Positive', 'lots': 'Positive', 'features': 'Positive', 'comparison': 'Neutral'}",feature_request
best listing aggregator with price history around 👌,5,2024-09-26 20:03:33,Google Play,POSITIVE,0.9985617995262146,"['aggregator', 'price history']",neutral,"{'aggregator': 'Positive', 'price history': 'Positive'}",review
Quick to get rid of properties.,4,2024-09-24 08:24:42,Google Play,NEGATIVE,-0.9978992938995361,['properties'],neutral,{'properties': 'Negative'},review
"I wish it showed a few more listings, but having all this information at your fingertips is great 👍.",4,2024-09-18 10:04:17,Google Play,NEGATIVE,-0.9549945592880249,"['a few more listings', 'all this information', 'your fingertips']",neutral,"{'a few more listings': 'Negative', 'all this information': 'Positive', 'your fingertips': 'Positive'}",feature_request
"Please add the ability to better define land sqft/acreage, right now that is the single biggest weakness of housesigma. You cannot look for example for only 1+, 2+, 3+ acreage lots for example",2,2024-09-14 19:30:18,Google Play,NEGATIVE,-0.9903113842010498,"['the ability', 'land sqft/acreage', 'the single biggest weakness', 'housesigma', 'example', ', 3+ acreage lots', 'example']",neutral,"{'the ability': 'Negative', 'land sqft/acreage': 'Negative', 'the single biggest weakness': 'Negative', 'housesigma': 'Negative', 'example': 'Negative', ', 3+ acreage lots': 'Negative'}",feature_request
I used to be able to scroll freely and see every listing in my area.... now pics are blurred and access is limited. Curious why?,3,2024-09-12 21:32:25,Google Play,NEGATIVE,-0.9993540644645691,"['every listing', 'my area', 'pics', 'access']",surprise,"{'every listing': 'Positive', 'my area': 'Neutral', 'pics': 'Negative', 'access': 'Negative'}",review
very good app to watch the house,5,2024-09-07 05:35:59,Google Play,POSITIVE,0.9998660087585449,"['very good app', 'the house']",joy,"{'very good app': 'Positive', 'the house': 'Neutral'}",review
this app really good and useful,5,2024-09-06 19:48:07,Google Play,POSITIVE,0.9998511075973511,['this app'],joy,{'this app': 'Positive'},review
I love this app because I bought a home and I can go to the pictures to see what I want to do with it considering it's quite far and closing isn't until end of September. it allows me to show my clients what I purchased.,5,2024-09-06 19:41:46,Google Play,POSITIVE,0.9994034767150879,"['this app', 'a home', 'the pictures', 'closing', 'end', 'september', 'my clients']",joy,"{'this app': 'Positive', 'a home': 'Neutral', 'the pictures': 'Neutral', 'closing': 'Neutral', 'end': 'Neutral', 'september': 'Neutral', 'my clients': 'Neutral'}",review
Great app!,5,2024-08-31 08:42:02,Google Play,POSITIVE,0.9998462200164795,['great app'],joy,{'great app': 'Positive'},review
This is a good option to check the previous history of sold houses.,5,2024-08-31 00:00:51,Google Play,POSITIVE,0.9989644289016724,"['a good option', 'the previous history', 'sold houses']",neutral,"{'a good option': 'Positive', 'the previous history': 'Positive', 'sold houses': 'Neutral'}",review
Okay,5,2024-08-29 11:31:32,Google Play,POSITIVE,0.9997709393501282,[],neutral,{},review
Great app,5,2024-08-26 05:28:42,Google Play,POSITIVE,0.999821126461029,['great app'],joy,{'great app': 'Positive'},review
Great website,5,2024-08-23 19:57:51,Google Play,POSITIVE,0.9998726844787598,['great website'],joy,{'great website': 'Positive'},review
the ability to set a defined search radius is a real game changer when looking for a place.,4,2024-08-18 20:25:19,Google Play,POSITIVE,0.9963269829750061,"['the ability', 'a defined search radius', 'a real game changer', 'a place']",neutral,"{'the ability': 'Positive', 'a defined search radius': 'Positive', 'a real game changer': 'Positive', 'a place': 'Neutral'}",review
"fabulous tool. It's fun, too, to see how other people designed their interiors in the same layout as your own (for sale, mind you, but still)",5,2024-08-12 18:40:07,Google Play,POSITIVE,0.9997983574867249,"['fabulous tool', 'other people', 'their interiors', 'the same layout', 'sale']",joy,"{'fabulous tool': 'Positive', 'other people': 'Positive', 'their interiors': 'Positive', 'the same layout': 'Positive', 'sale': 'Neutral'}",review
great app gives u info that other apps dont highly recommend,5,2024-08-09 05:16:30,Google Play,POSITIVE,0.9973934888839722,"['great app', 'info', 'other apps']",joy,"{'great app': 'Positive', 'info': 'Positive', 'other apps': 'Negative'}",review
Very difficult to log in. Not worth the trouble when you want to quickly look up a listing.,1,2024-08-08 03:39:02,Google Play,NEGATIVE,-0.9996581077575684,['a listing'],neutral,{'a listing': 'Neutral'},review
"Great at first, then constantly had to sign in. Had to delete. Don't know why they need all this security when I am just looking at properties. Not like I am buying anything through this or entering personal details.",2,2024-08-03 21:34:14,Google Play,NEGATIVE,-0.9977453351020813,"['all this security', 'properties', 'personal details']",surprise,"{'all this security': 'Negative', 'properties': 'Neutral', 'personal details': 'Negative'}",review
Great site to review current real estate listings. Allows you to search only areas you're interested in. Very informative.,5,2024-08-03 18:21:02,Google Play,POSITIVE,0.9993371367454529,"['great site', 'current real estate listings', 'only areas']",neutral,"{'great site': 'Positive', 'current real estate listings': 'Neutral', 'only areas': 'Positive'}",review
"Needs a dark mode, blindingly white background is painful to navigate.",1,2024-08-02 19:56:44,Google Play,NEGATIVE,-0.9995734095573425,"['a dark mode', 'blindingly white background']",sadness,"{'a dark mode': 'Positive', 'blindingly white background': 'Negative'}",review
Very useful!,5,2024-07-28 05:54:30,Google Play,POSITIVE,0.99982088804245,[],joy,{},review
